,unique.code,S_C,S_SC,S_L,S_S,longitude,latitude,year,season,Argentina.sialis,Aristostomias.scintillans,Bathophilus.flemingi,Bathylagoides.wesethi,Bathylagus.pacificus,Brosmophycis.marginata,Ceratoscopelus.townsendi,Chauliodus.macouni,Chromis.punctipinnis,Cololabis.saira,Diogenichthys.atlanticus,Diogenichthys.laternatus,Electrona.risso,Embassichthys.bathybius,Engraulis.mordax,Girella.nigricans,Glyptocephalus.zachirus,Hemilepidotus.spinosus,Hippoglossina.stomata,Hypsypops.rubicundus,Icichthys.lockingtoni,Idiacanthus.antrostomus,Lampadena.urophaos,Leuroglossus.stilbius,Lipolagus.ochotensis,Loweina.rara,Lyopsetta.exilis,Medialuna.californiensis,Merluccius.productus,Microstoma,Microstomus.pacificus,Nansenia.candida,Nansenia.crassa,Notolychnus.valdiviae,Notoscopelus.resplendens,Ophiodon.elongatus,Oxylebius.pictus,Paralichthys.californicus,Parophrys.vetulus,Peprilus.simillimus,Pleuronichthys.coenosus,Pleuronichthys.decurrens,Pleuronichthys.verticalis,Protomyctophum.crockeri,Psettichthys.melanostictus,Pseudobathylagus.milleri,Sardinops.sagax,Scomber.japonicus,Scorpaenichthys.marmoratus,Sebastes.aurora,Sebastes.diploproa,Sebastes.goodei,Sebastes.jordani,Sebastes.levis,Sebastes.paucispinis,Seriola.lalandi,Sphyraena.argentea,Stenobrachius.leucopsarus,Stomias.atriventer,Symbolophorus.californiensis,Symbolophorus.evermanni,Symphurus.atricaudus,Tactostoma.macropus,Tarletonbeania.crenularis,Tetragonurus.cuvieri,Trachurus.symmetricus,Triphoturus.mexicanus,Zoarcoidei,Anguilliformes1,Gonostomatidae1,Sternoptychidae1,Vinciguerria1,Scopelarchidae1,Paralepididae1,Myctophum1,Diaphus1,Nannobrachium1,Hygophum1,Macrouridae1,Ophidiiformes1,Lampridiformes1,Melamphaidae1,Syngnathus1,Sebastes1,Scorpaena1,Sebastolobus1,Cottidae1,Agonidae1,Cyclopteridae1,Paralabrax1,Sciaenidae1,Labridae1,Chiasmodon1,Clinidae1,Hypsoblennius1,Gobiidae1,Citharichthys1,Pleuronichthys1,Gempylidae1
2475,86.7 55 903 JD,903,JD,86.7,55,-120.0066667,33.15666667,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2476,86.7 60 903 JD,903,JD,86.7,60,-120.3483333,32.99,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,86.7 70 903 JD,903,JD,86.7,70,-121.0316667,32.65666667,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,0,0,401.25,0,0,0,0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,86.7 80 903 JD,903,JD,86.7,80,-121.7116667,32.325,2009,spring,0,0,0,0,0,0,0,0,0,0,4.88,0,4.88,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76,0,0,673.44,0,0,0,0,0,0,0,0,0,0,9.76,4.88,0,0,0,0,0,0,0,0,0,0,4.88,4.88,0,0,0,0,0,14.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,86.7 90 903 JD,903,JD,86.7,90,-122.3983333,32.00833333,2009,spring,0,0,0,10.62,0,0,0,0,0,0,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.52,0,0,0,0,0,0,0,0,0,0,0,0,5.31,0,0,0,0,0,0,15.93,0,0,0,26.55,15.93,0,0,0,0,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,86.7 100 903 JD,903,JD,86.7,100,-123.07,31.65833333,2009,spring,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.52,0,0,0,5.13,0,5.13,0,0,0,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,86.7 110 903 JD,903,JD,86.7,110,-123.7416667,31.32333333,2009,spring,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,25.35,0,0,380.25,0,0,0,0,0,0,0,0,0,0,15.21,0,10.14,0,0,0,0,0,5.07,0,0,0,5.07,0,0,0,0,0,0,30.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,90 28 903 JD,903,JD,90,28,-117.7683333,33.485,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.40169133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0169133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,90 30 903 JD,903,JD,90,30,-117.9033333,33.42,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.59,0,0,0,0,0,0,0,0,0,0,0,4.51,4.51,0,0
2484,90 35 903 JD,903,JD,90,35,-118.2516667,33.25166667,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4.8,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,90 37 903 JD,903,JD,90,37,-118.3883333,33.185,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26,0,0,0,0,0,0,0,0,20.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,0,41.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.26,0,0,0,0,0,0,0,0,0,0,0,0,5.13,0,0
2486,90 45 903 JD,903,JD,90,45,-118.9383333,32.91833333,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.754448399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2633452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2633452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2487,90 53 903 JD,903,JD,90,53,-119.4833333,32.65,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,90 60 903 JD,903,JD,90,60,-119.96,32.41833333,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.98,55.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.21,0,0,152.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.14,0,0,0,0,0,0,0,0,0,10.14,0,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,90 70 903 JD,903,JD,90,70,-120.64,32.085,2009,spring,0,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,10.3,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,90 80 903 JD,903,JD,90,80,-121.3166667,31.75166667,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8,0,0,0,0,0,0,15.48,0,0,0,0,0,0,0,0,0,0,0,10.32,0,0,232.2,0,0,0,0,0,0,0,0,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,10.32,0,0,0,0,0,46.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,90 90 903 JD,903,JD,90,90,-121.9916667,31.42,2009,spring,0,0,0,0,0,0,0,0,0,0,15.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2,0,0,574.56,0,0,0,0,0,0,0,0,0,0,20.16,0,25.2,0,0,0,0,0,0,10.08,0,0,0,5.04,0,5.04,15.12,0,5.04,30.24,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2492,90 100 903 JD,903,JD,90,100,-122.6633333,31.085,2009,spring,0,0,0,10.3,0,0,0,0,0,0,25.75,0,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,0,0,0,0,0,0,10.3,0,0,10.3,15.45,5.15,5.15,0,0,0,25.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2493,90 110 903 JD,903,JD,90,110,-123.3316667,30.75166667,2009,spring,0,0,0,55.33,0,0,30.18,0,0,0,65.39,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0,0,15.09,0,0,0,0,0,0,0,0,0,25.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.09,0,0,0,0,0,0,15.09,0,0,70.42,10.06,155.93,0,10.06,10.06,0,5.03,0,0,0,0,5.03,0,0,0,0,0,0,0,0,0,0,25.15,0,0,0,0,0,0
2494,90 120 903 JD,903,JD,90,120,-123.9983333,30.41833333,2009,spring,0,0,0,60.12,0,0,0,0,0,0,25.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.02,0,0,0,0,0,0,0,0,5.01,0,0,0,0,0,0,0,0,25.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01,0,0,0,0,0,0,0,85.17,0,0,40.08,30.06,175.35,5.01,0,0,0,20.04,0,0,0,0,25.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,93.3 26.7 903 JD,903,JD,93.3,26.7,-117.3066667,32.955,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,93.3 28 903 JD,903,JD,93.3,28,-117.395,32.91166667,2009,spring,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,0,9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2497,93.3 30 903 JD,903,JD,93.3,30,-117.535,32.84666667,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8365019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25475285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8365019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,93.3 35 903 JD,903,JD,93.3,35,-117.8716667,32.68,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66,4.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.32,0,0,0,0,0,0,21.65,0,0,0,0,0,0,0,0,0,0,0,0,4.33,0,0
2499,93.3 40 903 JD,903,JD,93.3,40,-118.215,32.51333333,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.31622177,12.77207392,0,0,0,89.40451745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.77207392,0,0,0,0,0,0,0,0,12.77207392,0,0,0,0,25.54414784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.54414784,0,0,0,0,12.77207392,0,38.31622177,0,0,0,0,0,0,0,0,0,0,0,12.77207392,0,0,0
2500,93.3 45 903 JD,903,JD,93.3,45,-118.555,32.34666667,2009,spring,0,0,0,0,11.24,0,0,0,0,0,11.24,0,0,0,0,0,0,0,0,0,0,0,0,146.12,67.44,0,0,0,123.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.24,0,0,0,0,0,0,0,0,89.92,0,0,0,0,78.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.24,0,0,0,0,0,0,134.88,0,0,0,11.24,0,0,0,0,0,0,0,22.48,11.24,0,0
2501,93.3 50 903 JD,903,JD,93.3,50,-118.8933333,32.18,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.93,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.55,0,0,0,0,0,0,0,0,0,0,0,0,0,26.55,0,5.31,0,0,0,0,0,0,0,0,0,10.62,0,0,0,5.31,0,0,15.93,0,0,0,0,0,0,26.55,0,0,0,0,0,0,0,0,0,0,0,5.31,5.31,0,0
2502,93.3 60 903 JD,903,JD,93.3,60,-119.5716667,31.84833333,2009,spring,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91,9.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.64,0,0,39.28,0,0,0,0,0,0,0,0,0,0,4.91,0,4.91,0,0,0,0,0,0,14.73,0,0,0,4.91,0,0,4.91,0,4.91,39.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,93.3 70 903 JD,903,JD,93.3,70,-120.2133333,31.53,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,28.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,9.6,0,0,0,4.8,4.8,0,0,0,0,9.6,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,93.3 80 903 JD,903,JD,93.3,80,-120.9166667,31.17833333,2009,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.64,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.76,0,0,4.88,0,0,0,0,0,0,0,0,0,0,29.28,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,93.3 90 903 JD,903,JD,93.3,90,-121.5883333,30.85166667,2009,spring,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,114,0,0,0,0,0,0,0,0,0,0,14.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,93.3 100 903 JD,903,JD,93.3,100,-122.2516667,30.515,2009,spring,0,0,0,58.2,0,0,4.85,0,0,0,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,4.85,0,0,0,0,0,0,0,0,0,0,0,4.85,63.05,0,0,0,0,0,0,0,0,0,19.4,0,4.85,0,4.85,9.7,0,0,0,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2507,93.3 110 903 JD,903,JD,93.3,110,-122.9233333,30.18,2009,spring,0,0,0,33.74,0,0,0,0,0,0,4.82,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.12,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,0,4.82,0,0,0,0,0,0,24.1,0,0,43.38,19.28,67.48,0,0,0,0,9.64,0,0,0,0,9.64,0,0,0,0,0,0,0,0,0,0,4.82,0,0,0,0,0,0
2508,93.3 120 903 JD,903,JD,93.3,120,-123.5866667,29.84666667,2009,spring,0,4.81,0,9.62,0,0,14.43,0,0,0,9.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.24,0,91.39,4.81,0,0,0,0,0,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,4.81,0,0,0,0,0,0
2509,76.7 49 907 M2,907,M2,76.7,49,-120.7766667,35.08833333,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,76.7 51 907 M2,907,M2,76.7,51,-120.9183333,35.02333333,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02,0,0,0,0,0,0,0,0,0,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.02,8.02,0,0
2511,76.7 55 907 M2,907,M2,76.7,55,-121.1933333,34.89166667,2009,summer,0,0,0,0,0,0,0,7.754318618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.754318618,0,0,0,0,0,0,7.754318618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.754318618,0,0
2512,76.7 60 907 M2,907,M2,76.7,60,-121.5466667,34.72166667,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.287128713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.86138614,0,0,0,0,0,46.43564356,0,0,0,0,0,0,0,0,0,0,0,9.287128713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,76.7 70 907 M2,907,M2,76.7,70,-122.2466667,34.39,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.478764479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.43629344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,76.7 80 907 M2,907,M2,76.7,80,-122.9433333,34.055,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.96907216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.484536082,0,0
2515,76.7 90 907 M2,907,M2,76.7,90,-123.6366667,33.72333333,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.36,0,0,0,0,0,0,0,0,0,0,0,44.88,14.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.48,0,0
2516,76.7 100 907 M2,907,M2,76.7,100,-124.325,33.38666667,2009,summer,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,4.14,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,80 51 907 M2,907,M2,80,51,-120.5216667,34.45166667,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2518,80 55 907 M2,907,M2,80,55,-120.805,34.315,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.35834897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.893058161,0,44.46529081,0,0
2519,80 60 907 M2,907,M2,80,60,-121.1466667,34.15166667,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.14893617,0,0,0,0,0,0,0,0,0,0,0,0,24.29787234,0,0,0,0,0,0,12.14893617,0,0,0,0,12.14893617,0,0,0,0,0,0,0,12.14893617,0,0
2520,80 70 907 M2,907,M2,80,70,-121.845,33.81666667,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35546875,0,0,0,0,0,0,0,0,0,9.35546875,0,177.7539063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.35546875,0,0
2521,80 80 907 M2,907,M2,80,80,-122.495,33.46833333,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.13461538,11.71153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2522,80 90 907 M2,907,M2,80,90,-123.22,33.15,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,80 100 907 M2,907,M2,80,100,-123.905,32.81666667,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,0,0,0,0,17.52,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2524,81.8 46.9 907 M2,907,M2,81.8,46.9,-120.025,34.27166667,2009,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88,0,0,0,0,0,0,0,0,0,7.94,0,0,0,0,0,7.94,111.16,0,0
